year,title,img,rating_count,gross,genre,rating,runtime,stars,metacritic,description
1980,Star Wars: Episode V - The Empire Strikes Back,1980_star_wars_episode_v__the_empire_strikes_back.jpg,1101823,290480000,"Action, Adventure, Fantasy",PG,124,8.7,NA,"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued by Darth Vader and a bounty hunter named Boba Fett all over the galaxy."
1980,Superman II,1980_superman_ii.jpg,94018,108190000,"Action, Adventure, Sci-Fi",PG,127,6.8,NA,"Superman agrees to sacrifice his powers to start a relationship with Lois Lane, unaware that three Kryptonian criminals he inadvertently released are conquering Earth."
1980,Nine to Five,1980_nine_to_five.jpg,25807,103290000,Comedy,PG,109,6.8,58,"Three female employees of a sexist, egotistical, lying, hypocritical bigot find a way to turn the tables on him."
1980,Stir Crazy,1980_stir_crazy.jpg,23761,101300000,"Comedy, Crime",R,111,6.8,56,"Set up and wrongfully accused, two best friends will be sent to prison for a crime they didn't commit. However, no prison cell could keep them locked in."
1980,Airplane!,1980_airplane.jpg,198432,83400000,Comedy,PG,88,7.7,NA,A man afraid to fly must ensure that a plane lands safely after the pilots become sick.
1980,Any Which Way You Can,1980_any_which_way_you_can.jpg,16564,70690000,"Action, Comedy",PG,116,6.2,51,"A trucker turned prize fighter, his brother and their pet orangutan have a series of misadventures involving the mob, corrupt cops, motorcycle gangs and pretty dames."
1980,Private Benjamin,1980_private_benjamin.jpg,22414,69850000,"Comedy, War",R,109,6.2,59,A sheltered young high society woman joins the United States Army on a whim and finds herself in a more difficult situation than she ever expected.
1980,Smokey and the Bandit II,1980_smokey_and_the_bandit_ii.jpg,14080,66129999.99999999,"Action, Comedy",PG,100,5.3,41,"The Bandit goes on another cross-country run, transporting an elephant from Florida to Texas. And, once again, Sheriff Buford T. Justice is on his tail."
1980,The Blue Lagoon,1980_the_blue_lagoon.jpg,59821,58850000,"Adventure, Drama, Romance",R,104,5.8,NA,"In the Victorian period, two children are shipwrecked on a tropical island in the South Pacific. With no adults to guide them, the two make a simple life together, unaware that sexual maturity will eventually intervene."
1980,The Blues Brothers,1980_the_blues_brothers.jpg,173179,57230000,"Adventure, Comedy, Crime",R,133,7.9,60,"Jake Blues, just released from prison, puts together his old band to save the Catholic home where he and his brother Elwood were raised."
1980,Ordinary People,1980_ordinary_people.jpg,44028,54800000,Drama,R,124,7.7,NA,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son."
1980,Urban Cowboy,1980_urban_cowboy.jpg,12420,53300000,"Drama, Romance, Western",PG,132,6.3,NA,Bud is a young man from the country who learns about life and love in a Houston bar.
1980,Popeye,1980_popeye.jpg,28060,49820000,"Adventure, Comedy, Family",PG,114,5.3,NA,The adventures of the famous sailor man and his friends in the seaside town of Sweethaven.
1980,The Shining,1980_the_shining.jpg,835402,44020000,"Drama, Horror",R,146,8.4,NA,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future."
1980,Seems Like Old Times,1980_seems_like_old_times.jpg,8157,44000000,"Comedy, Romance",PG,102,6.7,58,"Wrongfully accused of a bank robbery, a writer seeks the help of his ex-wife, who is now married to the soon-to-be D.A. of California."
1980,Cheech and Chong's Next Movie,1980_cheech_and_chongs_next_movie.jpg,11311,41680000,"Comedy, Crime, Sci-Fi",R,99,6.1,NA,"The two stoners and their friends go through another series of crazy, drug-influenced misadventures."
1980,Caddyshack,1980_caddyshack.jpg,100328,39850000,"Comedy, Sport",R,98,7.3,48,An exclusive golf course has to deal with a brash new member and a destructive dancing gopher.
1980,Friday the 13th,1980_friday_the_th.jpg,111520,39750000,"Horror, Mystery, Thriller",R,95,6.5,NA,"A group of camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp where, years before, it was the site of a child's drowning and a grisly double murder."
1980,Brubaker,1980_brubaker.jpg,15049,37120000,"Crime, Drama",R,131,7.2,54,The new warden of a small prison farm in Arkansas tries to clean it up of corruption after initially posing as an inmate.
1980,Little Darlings,1980_little_darlings.jpg,4666,34330000,"Comedy, Drama",R,96,6.5,45,Two fifteen year-old girls from different sides of the tracks compete to see who will be first to lose their virginity while at camp.
1980,Dressed to Kill,1980_dressed_to_kill.jpg,32402,31900000,"Mystery, Thriller",R,104,7.1,NA,"A mysterious blonde woman kills one of a psychiatrist's patients, and then goes after the high-class call girl who witnessed the murder."
1980,The Jazz Singer,1980_the_jazz_singer.jpg,3660,27120000,"Drama, Music, Romance",PG,115,5.9,NA,The son of a Jewish Cantor must defy the traditions of his religious father in order to pursue his dream of being a popular singer.
1980,Bronco Billy,1980_bronco_billy.jpg,10278,24270000,"Action, Adventure, Comedy",PG,116,6.1,NA,"An idealistic, modern-day cowboy struggles to keep his Wild West show afloat in the face of hard luck and waning interest."
1980,Raging Bull,1980_raging_bull.jpg,302860,23380000,"Biography, Drama, Sport",R,129,8.2,NA,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it."
1980,American Gigolo,1980_american_gigolo.jpg,20294,23000000,"Crime, Drama, Mystery",R,117,6.2,57,"A Los Angeles male escort, who mostly caters to an older female clientèle, is accused of a murder which he did not commit."
1980,Xanadu,1980_xanadu.jpg,11351,22760000,"Fantasy, Musical, Romance",PG,96,5.2,NA,A struggling artist living in Los Angeles meets a girl who may hold the key to his happiness.
1980,My Bodyguard,1980_my_bodyguard.jpg,8221,22480000,"Comedy, Drama, Family",PG,102,7.1,NA,"When a boy comes to a new school and gets harassed by a bully, he acquires the services of the school's most feared kid as a bodyguard."
1980,The Fog,1980_the_fog.jpg,59941,21380000,"Horror, Thriller",R,89,6.8,55,An unearthly fog rolls into a small coastal town exactly 100 years after a ship mysteriously sank in its waters.
1980,Altered States,1980_altered_states.jpg,30429,19850000,"Horror, Sci-Fi, Thriller",R,102,6.9,58,A Harvard scientist conducts experiments on himself with a hallucinatory drug and an isolation chamber that may be causing him to regress genetically.
1980,Cruising,1980_cruising.jpg,17516,19800000,"Crime, Drama, Mystery",R,102,6.4,43,A police detective goes undercover in the underground S&M gay subculture of New York City to catch a serial killer who is preying on gay men.
1980,The Octagon,1980_the_octagon.jpg,4695,18970000,"Action, Drama, Romance",R,103,5.1,NA,A martial artist must defeat a plan by ninjas to create a worldwide training camp for terrorists.
1980,Windwalker,1980_windwalker.jpg,947,18640000,"Adventure, Drama, Western",PG,108,6.9,NA,"In 1797 Utah, an aged Cheyenne patriarch helps his kin to fight off a raiding party of rival Crow warriors and he tells his grandchildren the story of their family."
1980,The Private Eyes,1980_the_private_eyes.jpg,2602,18010000,"Comedy, Mystery",PG,91,6.8,NA,"This spoof of the Sherlock Holmes stories finds Inspector Winship and Dr. Tart investigating a strange death in a possibly haunted mansion, while dealing with the beautiful heiress and the ...                See full summary »"
1980,Herbie Goes Bananas,1980_herbie_goes_bananas.jpg,4894,18000000,"Adventure, Comedy, Family",G,100,5,55,The adorable little VW helps its owners break up a counterfeiting ring in Mexico.
1980,Honeysuckle Rose,1980_honeysuckle_rose.jpg,1267,17820000,"Drama, Music, Romance",PG,119,6.3,NA,"Willie Nelson is a country singer on the road caught in a romantic triangle with Dyan Cannon and Amy Irving, the daughter of one of his longtime musical sidekick."
1980,The Final Countdown,1980_the_final_countdown.jpg,20076,16649999.999999998,"Action, Sci-Fi",PG,103,6.7,51,"A modern aircraft carrier is thrown back in time to 1941 near Hawaii, just hours before the Japanese attack on Pearl Harbor."
1980,Hero at Large,1980_hero_at_large.jpg,1310,15930000,"Comedy, Romance",PG,98,6,NA,"An idealistic but struggling actor finds his life unexpectedly complicated when he stops a robbery while wearing the costume of Captain Avenger, a superhero character of a film he is hired ...                See full summary »"
1980,The Island,1980_the_island.jpg,3644,15720000,"Action, Adventure, Drama",R,109,5.3,NA,A journalist takes his son with him to investigate pirate activity off the coast of Florida. But he gets stranded on a mysterious island--where he might not be alone.
1980,First Family,1980_first_family.jpg,549,15200000,Comedy,R,97,4.4,NA,"Bob Newhart stars as President Manfred Link in this zany, wonderfully cast comedy from veteran funnyman Buck Henry (Heaven Can Wait, The Graduate)."
1980,Raise the Titanic,1980_raise_the_titanic.jpg,3721,14820000,"Action, Drama, Thriller",PG,115,4.9,NA,"To obtain a supply of a rare mineral, a ship raising operation is conducted for the only known source, the R.M.S. Titanic."
1980,The Nude Bomb,1980_the_nude_bomb.jpg,2881,14660000,"Comedy, Crime, Mystery",PG,94,5.2,NA,Maxwell Smart is recalled to duty to help fight a villian who threatens to detonate a weapon that destroys clothing.
1980,The Competition,1980_the_competition.jpg,1721,14290000,"Drama, Romance, Music",PG,123,6.6,NA,"The movie centers on a piano competition whose winner is assured of success. It is Paul's last chance to compete, but newcomer Heidi may be a better pianist. Can romance be far away? Will ...                See full summary »"
1980,Wholly Moses!,1980_wholly_moses.jpg,1714,14160000,"Comedy, Fantasy",PG,103,4.6,NA,"Harvey and Zoey, two tourists travelling through Israel, discover an ancient scroll describing the life of Herschel, the man who was almost Moses. Herschel receives the command from God to ...                See full summary »"
1980,The Last Flight of Noah's Ark,1980_the_last_flight_of_noahs_ark.jpg,1164,11000000,"Adventure, Family",G,97,5.7,NA,"When a plane carrying various animals makes a forced landing on a desert island, the only chance to escape is to convert the plane into a boat."
1980,The Fiendish Plot of Dr. Fu Manchu,1980_the_fiendish_plot_of_dr_fu_manchu.jpg,1812,10700000,"Comedy, Crime, Fantasy",PG,100,5.1,NA,Fu Manchu's (Peter Sellers') 168th birthday celebration is dampened when a hapless flunky spills Fu's age-regressing elixir vitae. Fu sends his lackeys to round up ingredients for a new ...                See full summary »
1980,Stardust Memories,1980_stardust_memories.jpg,20120,10390000,"Comedy, Drama",PG,89,7.3,NA,"While attending a retrospective of his work, a filmmaker recalls his life and his loves: the inspirations for his films."
1981,Raiders of the Lost Ark,1981_raiders_of_the_lost_ark.jpg,842073,248160000,"Action, Adventure",PG,115,8.4,NA,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers."
1981,On Golden Pond,1981_on_golden_pond.jpg,26213,119290000,Drama,PG,109,7.6,NA,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms."
1981,Porky's,1981_porkys.jpg,36328,111290000,Comedy,R,94,6.2,40,"In 1954, a group of Florida high school students try to help their buddy lose his virginity, which leads them to seeking revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them."
1981,Arthur,1981_arthur.jpg,24642,95460000,"Comedy, Romance",PG,97,6.9,NA,"Arthur spends his time with booze and whores. His dad has a wife lined up for him that he keeps rejecting - until it's her or being cut off from $750,000,000. Then he goes shopping where he falls in love with a shoplifter."
1981,Stripes,1981_stripes.jpg,61670,85300000,"Comedy, War",R,106,6.9,NA,Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun.
1981,The Cannonball Run,1981_the_cannonball_run.jpg,31549,72180000,"Action, Comedy, Sport",PG,95,6.3,NA,"A wide variety of eccentric competitors participate in a wild and illegal cross-country road race. However, the eccentric entrants will do anything to win the road race, including low-down, dirty tricks."
1981,The Fox and the Hound,1981_the_fox_and_the_hound.jpg,80264,63460000,"Animation, Adventure, Drama",G,83,7.3,NA,Two childhood friends find themselves forced to become enemies.
1981,The Four Seasons,1981_the_four_seasons.jpg,3792,50430000,"Comedy, Drama",PG,107,6.9,55,"Three middle-aged wealthy couples take vacations together in Spring, Summer, Autumn and Winter. Along the way we are treated to mid-life, marital, parental and other crises."
1981,Clash of the Titans,1981_clash_of_the_titans.jpg,38788,41090000,"Action, Adventure, Family",PG,118,6.9,59,Perseus (Harry Hamlin) must battle Medusa and the Kraken to save the Princess Andromeda (Judi Bowker).
1981,Absence of Malice,1981_absence_of_malice.jpg,11328,40720000,"Drama, Romance, Thriller",PG,116,6.9,NA,"When a prosecutor leaks a false story that a liquor warehouse owner is involved in the murder of a union head, the man's life begins to unravel."
1981,Reds,1981_reds.jpg,19663,40380000,"Biography, Drama, History",PG,195,7.3,NA,"A radical American journalist becomes involved with the Communist revolution in Russia, and hopes to bring its spirit and idealism to the United States."
1981,Tarzan the Ape Man,1981_tarzan_the_ape_man.jpg,4970,36570000,"Adventure, Drama",Approved,115,3.4,NA,"While on an African expedition with her father, Jane Parker meets Tarzan, and the two become fascinated by each other."
1981,Taps,1981_taps.jpg,15886,35860000,Drama,PG,126,6.8,49,Military cadets take extreme measures to ensure the future of their academy when its existence is threatened by local condo developers.
1981,Sharky's Machine,1981_sharkys_machine.jpg,5116,35610000,"Action, Crime, Drama",R,122,6.4,58,Tom Sharky is demoted to vice after a bust goes terribly wrong. He and his team stumble across a mob murder tied to prostitution and government.
1981,Nice Dreams,1981_nice_dreams.jpg,6667,33980000,"Comedy, Crime",R,88,6.2,54,"Disguised as ice cream vendors, Cheech and Chong make--and subsequently lose--millions of dollars selling a batch of marijuana with an unusual side effect."
1981,History of the World: Part I,1981_history_of_the_world_part_i.jpg,43980,31670000,"Comedy, History",R,92,6.9,47,Mel Brooks brings his one-of-a-kind comic touch to the history of mankind covering events from the Old Testament to the French Revolution in a series of episodic comedy vignettes.
1981,Bustin' Loose,1981_bustin_loose.jpg,2633,31260000,"Comedy, Drama",R,94,6.1,55,Joe Braxton is an ex-con who has been given a second chance to freedom after violating his probation. He has been hired by a school teacher named Vivian Perry to repair and drive an old ...                See full summary »
1981,The Great Muppet Caper,1981_the_great_muppet_caper.jpg,12795,31210000,"Adventure, Comedy, Crime",G,97,7.2,NA,"Kermit the Frog, The Great Gonzo, and Fozzie Bear are reporters who travel to Britain to interview a rich victim of jewel thieves and help her along with her secretary, Miss Piggy."
1981,Endless Love,1981_endless_love.jpg,6745,31180000,"Drama, Romance",R,116,4.9,NA,"A high-school student's love for a 15-year-old girl is thwarted by parental disapproval, circumstance, and accident; he burns down her family's house and is committed to psychiatric hospital."
1981,An American Werewolf in London,1981_an_american_werewolf_in_london.jpg,86313,30570000,"Comedy, Horror",R,97,7.5,60,Two American college students on a walking tour of Britain are attacked by a werewolf that none of the locals will admit exists.
1981,Neighbors,1981_neighbors.jpg,7107,29920000,Comedy,R,94,5.6,47,"A quiet man's peaceful suburban lifestyle is threatened by the new, obnoxious couple that moves in next door."
1981,Fort Apache the Bronx,1981_fort_apache_the_bronx.jpg,5360,29200000,"Crime, Drama",R,125,6.7,49,"In New York, South Bronx's main police precinct is nicknamed Fort Apache by its employees who feel like troopers surrounded by hostiles in a wild west isolated outpost."
1981,Modern Problems,1981_modern_problems.jpg,4675,26150000,"Comedy, Fantasy, Sci-Fi",PG,93,5.1,NA,"Jealous, harried air traffic controller Max Fiedler, recently dumped by his girlfriend, comes into contact with nuclear waste and is granted the power of telekinesis, which he uses not only to win her back, but to gain a little revenge."
1981,Halloween II,1981_halloween_ii.jpg,70347,25530000,Horror,R,92,6.5,40,"While Sheriff Brackett and Dr. Loomis hunt for Michael Myers, a traumatized Laurie is rushed to hospital, and the serial killer is not far behind her."
1981,Escape from New York,1981_escape_from_new_york.jpg,117295,25240000,"Action, Adventure, Sci-Fi",R,99,7.2,NA,"In 1997, when the U.S. president crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him."
1981,Body Heat,1981_body_heat.jpg,29149,24060000,"Crime, Drama, Romance",R,113,7.4,NA,"In the midst of a searing Florida heat wave, a woman persuades her lover, a small-town lawyer, to murder her rich husband."
1981,Graduation Day,1981_graduation_day.jpg,3151,23890000,"Horror, Mystery, Thriller",R,96,4.8,NA,A masked killer begins murdering students on the school track team after a track runner dies upon completion of a 30 second 200-meter race.
1981,Ghost Story,1981_ghost_story.jpg,7130,23370000,"Drama, Horror, Thriller",R,110,6.3,NA,"Two generations of men find themselves haunted by the presence of a spectral woman. When the son of one of the elderly men returns to his hometown after his brother's mysterious death, they attempt to unravel her story."
1981,Friday the 13th Part 2,1981_friday_the_th_part_.jpg,54794,21720000,"Horror, Mystery, Thriller",R,87,6.1,NA,"Mrs. Voorhees is dead, and Camp Crystal Lake is shut down, but a camp next to the infamous place is stalked by an unknown assailant."
1981,Ragtime,1981_ragtime.jpg,8343,21020000,Drama,PG,155,7.3,57,"A young black pianist becomes embroiled in the lives of an upper-class white family set among the racial tensions, infidelity, violence, and other nostalgic events in early 1900s New York City."
1981,The Final Conflict,1981_the_final_conflict.jpg,17526,20470000,Horror,R,108,5.6,NA,The now adult Antichrist plots to eliminate his future divine opponent while a cabal of monks plot to stop him.
1981,The Incredible Shrinking Woman,1981_the_incredible_shrinking_woman.jpg,4197,20260000,"Comedy, Sci-Fi",PG,88,5.5,NA,"When an ordinary woman is exposed to a unique mix of chemicals, she begins to uncontrollably physically shrink."
1981,Mommie Dearest,1981_mommie_dearest.jpg,13520,19030000,"Biography, Drama",R,129,6.7,55,"The abusive and traumatic adoptive upbringing of Christina Crawford at the hands of her mother, screen queen Joan Crawford, is depicted."
1981,Paternity,1981_paternity.jpg,880,18840000,"Comedy, Romance",PG,94,4.8,45,A single man searches for a woman who will bear his baby with no strings attached.
1981,Under the Rainbow,1981_under_the_rainbow.jpg,2469,18830000,Comedy,PG,98,5.4,NA,"A visiting dignitary, a CIA agent, a Nazi spy, Japanese tourists, an assassin and a group of ""midget"" actors from The Wizard of Oz (1939) all check into an elite Los Angeles hotel called Under the Rainbow."
1981,The Howling,1981_the_howling.jpg,29259,17990000,Horror,R,91,6.6,NA,"After a bizarre and near deadly encounter with a serial killer, a television newswoman is sent to a remote mountain resort whose residents may not be what they seem."
1981,Take This Job and Shove It,1981_take_this_job_and_shove_it.jpg,704,17570000,Comedy,PG,100,5,NA,"The ""Alison Group"" has bought four beer breweries in difficulties. The young but rising top Manager Frank Macklin is sent to reorganize one of them, the one which happens to be the main ...                See full summary »"
1981,The Devil and Max Devlin,1981_the_devil_and_max_devlin.jpg,1101,16000000,"Comedy, Family, Fantasy",PG,96,5.1,NA,"Max, a dead corrupt businessman, makes a Faustian pact with Satan's henchman to drive three people to Hell in exchange for longer life. Soon Max realizes that there still may be good in him."
1981,Caveman,1981_caveman.jpg,6767,15970000,"Comedy, Romance",PG,91,5.8,55,A caveman seeks revenge on a much larger competitor for the hand of a beautiful cavewoman.
1981,Continental Divide,1981_continental_divide.jpg,4395,15580000,"Comedy, Romance",PG,103,6.2,NA,A hard-nosed Chicago journalist has an unlikely love affair with an eagle researcher.
1981,The Night the Lights Went Out in Georgia,1981_the_night_the_lights_went_out_in_georgia.jpg,831,14920000,"Drama, Music",PG,112,6,54,"A small town stud wants to go to Nashville and be a big country star. His ambitious kid sister works as his manager. When they cross paths with a small town sheriff, their dream comes in jeopardy."
1981,Nighthawks,1981_nighthawks.jpg,16206,14910000,"Action, Crime, Thriller",R,99,6.4,56,"Conservative street cop DaSilva reluctantly agrees to terminate an international terrorist who has demanded media attention. But DaSilva's ""at-home"" tactics are very much put to the challenge."
1981,S.O.B.,1981_sob.jpg,5201,14870000,"Comedy, Drama",R,122,6.4,NA,"A movie producer who made a huge flop tries to salvage his career by revamping his film as an erotic production, where its family-friendly star takes her top off."
1981,Rich and Famous,1981_rich_and_famous.jpg,1462,14490000,Drama,R,117,5.9,52,"Liz and Merry Noel become friends as college roommates and their friendship endures over the years. Liz becomes a respected ""serious"" novelist. Merry Noel marries, has a daughter and writes...                See full summary »"
1981,Dragonslayer,1981_dragonslayer.jpg,14086,14110000,"Action, Adventure, Fantasy",PG,109,6.7,NA,A young wizarding apprentice is sent to kill a dragon which has been devouring girls from a nearby kingdom.
1981,Blow Out,1981_blow_out.jpg,40357,13750000,"Mystery, Thriller",R,108,7.4,NA,A movie sound recordist accidentally records the evidence that proves that a car accident was actually murder and consequently finds himself in danger.
1981,The Legend of the Lone Ranger,1981_the_legend_of_the_lone_ranger.jpg,1717,12620000,"Action, Adventure, Western",PG,98,5.1,NA,"The sole surviving Texas Ranger (Klinton Spilsbury) of an ambush arranged by outlaw leader Major Bartholomew ""Butch"" Cavendish (Christopher Lloyd) returns to fight back as a great masked western hero, The Lone Ranger."
1982,E.T. the Extra-Terrestrial,1982_et_the_extraterrestrial.jpg,351569,435110000,"Family, Sci-Fi",PG,115,7.8,NA,A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.
1982,Tootsie,1982_tootsie.jpg,92302,177200000,"Comedy, Drama, Romance",PG,116,7.4,NA,"Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap."
1982,An Officer and a Gentleman,1982_an_officer_and_a_gentleman.jpg,46120,129800000.00000001,"Drama, Romance",R,124,7,NA,"A young man must complete his work at a Navy Officer Candidate School to become an aviator, with the help of a tough Gunnery Sergeant and his new girlfriend."
1982,Rocky III,1982_rocky_iii.jpg,164554,125050000,"Drama, Sport",PG,99,6.8,57,"After winning the ultimate title and being the world champion, Rocky falls into a hole and finds himself picked up by a former enemy."
1982,Star Trek II: The Wrath of Khan,1982_star_trek_ii_the_wrath_of_khan.jpg,108203,78910000,"Action, Adventure, Sci-Fi",PG,113,7.7,NA,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon."
1982,48 Hrs.,1982__hrs.jpg,65462,78870000,"Action, Comedy, Crime",R,96,6.9,NA,"A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him, in order to track down a killer."
1982,Poltergeist,1982_poltergeist.jpg,134630,76610000,"Horror, Thriller",PG,114,7.3,NA,A family's home is haunted by a host of demonic ghosts.
1982,The Best Little Whorehouse in Texas,1982_the_best_little_whorehouse_in_texas.jpg,9397,69700000,"Comedy, Musical",R,114,5.9,40,A town's Sheriff and regular patron of a historical whorehouse fights to keep it running when a television reporter targets it as the Devil's playhouse.
1982,Annie,1982_annie.jpg,37933,57060000,"Comedy, Drama, Family",PG,127,6.6,NA,A young orphan girl's adventures in finding a family that will take her.
1982,First Blood,1982_first_blood.jpg,214886,47210000,"Action, Adventure",R,93,7.7,NA,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.
1982,The Toy,1982_the_toy.jpg,10731,47120000,Comedy,PG,102,5.9,NA,An underemployed reporter finds himself literally purchased as a toy for a rich spoiled brat.
1982,Firefox,1982_firefox.jpg,24019,46710000,"Action, Adventure, Thriller",PG,136,6,44,A pilot is sent into the Soviet Union on a mission to steal a prototype jet fighter that can be partially controlled by a neuralink.
1982,The Dark Crystal,1982_the_dark_crystal.jpg,59069,40580000,"Adventure, Family, Fantasy",PG,93,7.2,NA,"On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal, and so restore order to his world."
1982,Conan the Barbarian,1982_conan_the_barbarian.jpg,132111,39570000,"Action, Adventure, Fantasy",R,129,6.9,43,"A young boy, Conan, becomes a slave after his parents are killed and tribe destroyed by a savage warlord and sorcerer, Thulsa Doom. When he grows up he becomes a fearless, invincible fighter. Set free, he plots revenge against Thulsa Doom."
1982,The Sword and the Sorcerer,1982_the_sword_and_the_sorcerer.jpg,5335,39100000,"Action, Adventure, Fantasy",R,99,5.6,NA,A mercenary with a three-bladed sword rediscovers his royal heritage's dangerous future when he is recruited to help a princess foil the designs of a brutal tyrant and a powerful sorcerer in conquering a land.
1982,Best Friends,1982_best_friends.jpg,2378,36820000,"Comedy, Drama, Romance",PG,116,5.4,NA,"When a professional couple who have lived & worked together for many years finally decide to marry, their sudden betrothal causes many unexpectedly funny and awkward difficulties. They soon...                See full summary »"
1982,Friday the 13th Part III,1982_friday_the_th_part_iii.jpg,44084,36690000,"Horror, Thriller",R,95,5.7,NA,"Having revived from his wounds, Jason Voorhees takes refuge at a cabin near Crystal Lake. As a group of co-eds arrive for their vacation, Jason continues his killing spree."
1982,TRON,1982_tron.jpg,109027,33000000,"Action, Adventure, Sci-Fi",PG,96,6.8,58,A computer hacker is abducted into the digital world and forced to participate in gladiatorial games where his only chance of escape is with the help of a heroic security program.
1982,Blade Runner,1982_blade_runner.jpg,656366,32869999.999999996,"Action, Sci-Fi, Thriller",R,117,8.1,NA,"A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator."
1982,Young Doctors in Love,1982_young_doctors_in_love.jpg,2839,30690000,Comedy,R,96,5.5,NA,An 'Airplane'-style spoof of hospital soap operas: a brilliant young trainee can't stand the sight of blood; a doctor romances the head nurse in order to get the key to the drugs cabinet; ...                See full summary »
1982,Sophie's Choice,1982_sophies_choice.jpg,38904,30040000,"Drama, Romance",R,150,7.6,NA,"Sophie is the survivor of Nazi concentration camps, who has found a reason to live with Nathan, a sparkling if unsteady American Jew obsessed with the Holocaust."
1982,The World According to Garp,1982_the_world_according_to_garp.jpg,24039,29710000,"Comedy, Drama",R,136,7.2,NA,"A struggling young writer finds his life and work dominated by his unfaithful wife and his radical feminist mother, whose best-selling manifesto turns her into a cultural icon."
1982,Airplane II: The Sequel,1982_airplane_ii_the_sequel.jpg,46625,27150000,"Comedy, Sci-Fi",PG,85,6.2,48,A faulty computer causes a passenger space shuttle to head straight for the Sun. Can Ted Striker save the day and get the shuttle back on track - again?
1982,Fast Times at Ridgemont High,1982_fast_times_at_ridgemont_high.jpg,88250,27090000,"Comedy, Drama",R,90,7.2,NA,"A group of Southern California high school students are enjoying their most important subjects: sex, drugs, and rock n' roll."
1982,Some Kind of Hero,1982_some_kind_of_hero.jpg,1222,23670000,"Comedy, Crime, Drama",R,97,5.8,NA,"A Vietnam vet returns home from a prisoner of war camp and is greeted as a hero, but is quickly forgotten and soon discovers how tough survival is in his own country."
1982,Night Shift,1982_night_shift.jpg,13232,23600000,Comedy,R,106,6.6,NA,"A morgue attendant is talked into running a brothel at his workplace after a deceased pimp is sent there. However, the pimp's killers don't look too kindly on this new 'business', nor does the morgue's owner."
1982,Victor Victoria,1982_victor_victoria.jpg,18475,21930000,"Comedy, Music, Musical",PG,134,7.6,NA,"A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life."
1982,Things Are Tough All Over,1982_things_are_tough_all_over.jpg,2899,21130000,"Action, Comedy",R,90,6,40,"Cheech and Chong are hired to drive a limo from Chicago to Las Vegas by two shady Arabs - Mr. Slyman (Cheech) and Prince Habib (Chong). Unbeknownst to them, five million dollars of dirty money has been stuffed throughout the car."
1982,Creepshow,1982_creepshow.jpg,39797,21030000,"Comedy, Fantasy, Horror",R,120,6.9,59,An anthology which tells five terrifying tales based on the E.C. horror comic books of the 1950s.
1982,My Favorite Year,1982_my_favorite_year.jpg,8302,20120000,"Comedy, Drama",PG,92,7.4,NA,A dissolute matinee idol is slated to appear on a live TV variety show.
1982,Deathtrap,1982_deathtrap.jpg,11209,19280000,"Comedy, Crime, Mystery",PG,116,7,54,A Broadway playwright puts murder in his plan to take credit for a student's play.
1982,Dead Men Don't Wear Plaid,1982_dead_men_dont_wear_plaid.jpg,19410,18200000,"Comedy, Crime, Mystery",PG,88,6.9,NA,Film noir parody with a detective uncovering a sinister plot. Characters from real noirs appear as scenes from various films are intercut.
1982,Zapped!,1982_zapped.jpg,5803,16900000,"Comedy, Fantasy, Sci-Fi",R,98,5,NA,A high school science nerd gains telekinetic powers after a laboratory accident and uses them for revenge upon bullies.
1982,They Call Me Bruce,1982_they_call_me_bruce.jpg,1350,16890000,"Action, Comedy",PG,87,5.7,NA,A goofy Korean finds his life hopelessly complicated with people continually confusing him with Bruce Lee.
1982,Death Wish II,1982_death_wish_ii.jpg,13610,16100000.000000002,"Action, Crime, Drama",R,89,6.1,NA,"Architect Paul Kersey once again becomes a vigilante when he tries to find the five street punks who murdered his daughter and housekeeper, this time on the dark streets of Los Angeles."
